ObvservationNum,Species,Coordinates,Coord_Lat,Coord_long
851, White-tailed Deer,"(39.354359, -94.577091)",39.354359,-94.577091
152, White-tailed Deer,"(39.3703535, -94.781086)",39.3703535,-94.781086
834, White-tailed Deer,"(39.41810655, -76.5490963741516)",39.41810655,-76.54909637
215, White-tailed Deer,"(39.41810655, -76.5490963741516)",39.41810655,-76.54909637
185, White-tailed Deer,"(39.41810655, -76.5490963741516)",39.41810655,-76.54909637
6, White-tailed Deer,"(39.41810655, -76.5490963741516)",39.41810655,-76.54909637
351, White-tailed Deer,"(39.423629950000006, -76.62091509974786)",39.42362995,-76.6209151
352, White-tailed Deer,"(39.423629950000006, -76.62091509974786)",39.42362995,-76.6209151
512, White-tailed Deer,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
249, White-tailed Deer,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
481, White-tailed Deer,"(39.5797876, -82.5221027)",39.5797876,-82.5221027
727, White-tailed Deer,"(39.5980987, -75.3488201)",39.5980987,-75.3488201
723, White-tailed Deer,"(39.6159851, -75.662956)",39.6159851,-75.662956
183, White-tailed Deer,"(39.6409378, -76.6591376)",39.6409378,-76.6591376
254, White-tailed Deer,"(39.7589478, -84.1916069)",39.7589478,-84.1916069
741, Key Deer,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
868, White-tailed Deer,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
869, White-tailed Deer,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
56, White-tailed Deer,"(39.7837304, -100.4458825)",39.7837304,-100.4458825
26, White-tailed Deer,"(39.8063236, -86.2173085)",39.8063236,-86.2173085
180, White-tailed Deer,"(39.81811999999999, -74.97996221777835)",39.81812,-74.97996222
587, White-tailed Deer,"(39.8564927, -88.9728156)",39.8564927,-88.9728156
132, White-tailed Deer,"(39.885757, -94.4078109)",39.885757,-94.4078109
17, White-tailed Deer,"(39.9610238, -86.1265748)",39.9610238,-86.1265748
850, White-tailed Deer,"(39.967291, -88.6072399)",39.967291,-88.6072399
641, White-tailed Deer,"(39.9829308, -75.7652424)",39.9829308,-75.7652424
130, White-tailed Deer,"(40.0070565, -75.0282271)",40.0070565,-75.0282271
576, White-tailed Deer,"(40.0159454, -75.0990634)",40.0159454,-75.0990634
330, White-tailed Deer,"(40.0276992, -75.3529422)",40.0276992,-75.3529422
959, White-tailed Deer,"(40.0283162, -83.0076657)",40.0283162,-83.0076657
712, White-tailed Deer,"(40.03813, -76.3056686)",40.03813,-76.3056686
610, White-tailed Deer,"(40.063686, -75.214641)",40.063686,-75.214641
534, White-tailed Deer,"(40.0681192, -82.5196037)",40.0681192,-82.5196037
728, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
797, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
174, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
197, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
198, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
200, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
301, White-tailed Deer,"(40.0757384, -74.4041622)",40.0757384,-74.4041622
765, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
106, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
400, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
408, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
458, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
459, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
461, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
462, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
456, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
454, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
450, White-tailed Deer,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
170, White-tailed Deer,"(40.08067, -76.2411283)",40.08067,-76.2411283
649, White-tailed Deer,"(40.10590035, -80.65065789665198)",40.10590035,-80.6506579
652, White-tailed Deer,"(40.10590035, -80.65065789665198)",40.10590035,-80.6506579
642, White-tailed Deer,"(40.1346857, -88.1975558)",40.1346857,-88.1975558
16, White-tailed Deer,"(40.20727355, -83.14290836938764)",40.20727355,-83.14290837
659, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
614, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
590, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
780, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
485, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
234, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
3, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
57, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
111, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
112, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
264, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
320, White-tailed Deer,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
655, White-tailed Deer,"(40.290339, -74.719736)",40.290339,-74.719736
32, White-tailed Deer,"(40.2999815, -74.71904023580957)",40.2999815,-74.71904024
680, White-tailed Deer,"(40.3255937, -83.3676859)",40.3255937,-83.3676859
855, White-tailed Deer,"(40.3334409, -74.6004341)",40.3334409,-74.6004341
22, White-tailed Deer,"(40.3778866, -74.18431)",40.3778866,-74.18431
208, White-tailed Deer,"(40.4562165, -74.4432073)",40.4562165,-74.4432073
525, White-tailed Deer,"(40.460666, -79.8756184)",40.460666,-79.8756184
874, White-tailed Deer,"(40.48311295, -80.02171983033352)",40.48311295,-80.02171983
503, White-tailed Deer,"(40.53796765, -75.37976696041507)",40.53796765,-75.37976696
958, White-tailed Deer,"(40.55420891381922, -75.54639977605532)",40.55420891,-75.54639978
357, White-tailed Deer,"(40.5819343, -80.0378692)",40.5819343,-80.0378692
945, White-tailed Deer,"(40.5848314, -74.27301614355616)",40.5848314,-74.27301614
336, White-tailed Deer,"(40.596061000000006, -74.6038607920825)",40.596061,-74.60386079
533, White-tailed Deer,"(40.6012136, -74.5590452)",40.6012136,-74.5590452
327, White-tailed Deer,"(40.6022203, -74.2704117)",40.6022203,-74.2704117
603, White-tailed Deer,"(40.603152, -79.136598)",40.603152,-79.136598
792, White-tailed Deer,"(40.6158628, -79.16000436794613)",40.6158628,-79.16000437
489, White-tailed Deer,"(40.65538, -74.3898732)",40.65538,-74.3898732
353, White-tailed Deer,"(40.6763665, -75.62143246464903)",40.6763665,-75.62143246
697, White-tailed Deer,"(40.68446, -74.77872996732026)",40.68446,-74.77872997
684, White-tailed Deer,"(40.7224177, -73.9929044)",40.7224177,-73.9929044
359, White-tailed Deer,"(40.7387707, -75.0909093)",40.7387707,-75.0909093
925, White-tailed Deer,"(40.7392237, -83.2538072)",40.7392237,-83.2538072
927, White-tailed Deer,"(40.7392237, -83.2538072)",40.7392237,-83.2538072
324, White-tailed Deer,"(40.7842667, -74.6968284)",40.7842667,-74.6968284
910, White-tailed Deer,"(40.8088861, -96.7077751)",40.8088861,-96.7077751
793, White-tailed Deer,"(40.8172828, -96.7399341)",40.8172828,-96.7399341
74, White-tailed Deer,"(40.872929, -73.983218)",40.872929,-73.983218
140, White-tailed Deer,"(40.9431733, -87.1549395)",40.9431733,-87.1549395
334, White-tailed Deer,"(40.960568, -73.990862)",40.960568,-73.990862
778, White-tailed Deer,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
486, White-tailed Deer,"(40.9699889, -77.7278831)",40.9699889,-77.7278831
674, White-tailed Deer,"(41.0152092, -93.7842976)",41.0152092,-93.7842976
505, White-tailed Deer,"(41.0308077, -74.13095437219899)",41.0308077,-74.13095437
483, White-tailed Deer,"(41.0400423, -75.3249475)",41.0400423,-75.3249475
42, White-tailed Deer,"(41.0743936, -80.68830903465056)",41.0743936,-80.68830903
43, White-tailed Deer,"(41.0743936, -80.68830903465056)",41.0743936,-80.68830903
147, White-tailed Deer,"(41.0895413, -74.5171024)",41.0895413,-74.5171024
217, White-tailed Deer,"(41.12817385, -75.34542792354083)",41.12817385,-75.34542792
335, White-tailed Deer,"(41.12817385, -75.34542792354083)",41.12817385,-75.34542792
790, White-tailed Deer,"(41.1348446, -73.3686096)",41.1348446,-73.3686096
791, White-tailed Deer,"(41.1348446, -73.3686096)",41.1348446,-73.3686096
808, White-tailed Deer,"(41.1349488, -81.5518107)",41.1349488,-81.5518107
4, White-tailed Deer,"(41.1672222, -73.9716667)",41.1672222,-73.9716667
224, White-tailed Deer,"(41.1703592, -76.8769076)",41.1703592,-76.8769076
846, White-tailed Deer,"(41.2021302, -73.3812743)",41.2021302,-73.3812743
845, White-tailed Deer,"(41.2021302, -73.3812743)",41.2021302,-73.3812743
230, White-tailed Deer,"(41.2550938, -81.53764171921739)",41.2550938,-81.53764172
498, White-tailed Deer,"(41.2621283, -95.8613912)",41.2621283,-95.8613912
272, White-tailed Deer,"(41.3159315, -72.3289715)",41.3159315,-72.3289715
349, White-tailed Deer,"(41.3169276, -72.9052658)",41.3169276,-72.9052658
582, White-tailed Deer,"(41.3725778, -81.7499355)",41.3725778,-81.7499355
15, White-tailed Deer,"(41.3900518, -81.7595769)",41.3900518,-81.7595769
322, White-tailed Deer,"(41.3959287, -72.8968716)",41.3959287,-72.8968716
799, White-tailed Deer,"(41.4082586, -81.8846272)",41.4082586,-81.8846272
58, White-tailed Deer,"(41.4283035, -82.15437852366313)",41.4283035,-82.15437852
469, White-tailed Deer,"(41.4462173, -88.3213871)",41.4462173,-88.3213871
748, White-tailed Deer,"(41.4510811, -72.5528113)",41.4510811,-72.5528113
751, White-tailed Deer,"(41.4510811, -72.5528113)",41.4510811,-72.5528113
267, White-tailed Deer,"(41.4614072, -81.4100563)",41.4614072,-81.4100563
656, White-tailed Deer,"(41.4630854, -73.4889161)",41.4630854,-73.4889161
710, White-tailed Deer,"(41.4817647, -72.6812059)",41.4817647,-72.6812059
510, White-tailed Deer,"(41.5112673, -87.6743733)",41.5112673,-87.6743733
607, White-tailed Deer,"(41.526631, -72.8577547)",41.526631,-72.8577547
476, White-tailed Deer,"(41.5333139, -81.6173354)",41.5333139,-81.6173354
270, White-tailed Deer,"(41.5444808, -79.65013305970308)",41.5444808,-79.65013306
749, White-tailed Deer,"(41.54961415, -72.65157756750801)",41.54961415,-72.65157757
600, White-tailed Deer,"(41.5840376, -81.56888486274661)",41.5840376,-81.56888486
271, White-tailed Deer,"(41.6096029, -93.7754352)",41.6096029,-93.7754352
404, White-tailed Deer,"(41.6391551, -88.1171081)",41.6391551,-88.1171081
406, White-tailed Deer,"(41.6391551, -88.1171081)",41.6391551,-88.1171081
410, White-tailed Deer,"(41.6391551, -88.1171081)",41.6391551,-88.1171081
624, White-tailed Deer,"(41.6432575, -86.2764448)",41.6432575,-86.2764448
409, White-tailed Deer,"(41.6446129, -88.10761844392665)",41.6446129,-88.10761844
407, White-tailed Deer,"(41.6475306, -88.0895061)",41.6475306,-88.0895061
460, White-tailed Deer,"(41.6475306, -88.0895061)",41.6475306,-88.0895061
904, White-tailed Deer,"(41.660563, -87.0820741)",41.660563,-87.0820741
814, White-tailed Deer,"(41.66586935, -91.57334352186675)",41.66586935,-91.57334352
676, White-tailed Deer,"(41.672180499999996, -91.5114694396634)",41.6721805,-91.51146944
166, White-tailed Deer,"(41.6833813, -86.2500066)",41.6833813,-86.2500066
725, White-tailed Deer,"(41.704554, -70.765863)",41.704554,-70.765863
732, White-tailed Deer,"(41.7218642, -88.006901)",41.7218642,-88.006901
242, White-tailed Deer,"(41.7486838, -77.3005305)",41.7486838,-77.3005305
898, White-tailed Deer,"(41.775153, -88.0707535)",41.775153,-88.0707535
663, White-tailed Deer,"(41.7828093, -87.8781139)",41.7828093,-87.8781139
698, White-tailed Deer,"(41.7962409, -71.5992372)",41.7962409,-71.5992372
181, White-tailed Deer,"(41.811108, -87.8232695)",41.811108,-87.8232695
2, White-tailed Deer,"(41.8155425, -93.7339945)",41.8155425,-93.7339945
577, White-tailed Deer,"(41.8197385, -87.756525)",41.8197385,-87.756525
763, White-tailed Deer,"(41.8197385, -87.756525)",41.8197385,-87.756525
605, White-tailed Deer,"(41.8322266, -95.92767997094379)",41.8322266,-95.92767997
299, White-tailed Deer,"(41.8560499, -87.9297199)",41.8560499,-87.9297199
133, White-tailed Deer,"(41.8742225, -80.1317236)",41.8742225,-80.1317236
838, White-tailed Deer,"(41.8858288, -72.3078919)",41.8858288,-72.3078919
591, White-tailed Deer,"(41.8931576, -70.9111517)",41.8931576,-70.9111517
640, White-tailed Deer,"(41.8975189, -87.8258418)",41.8975189,-87.8258418
685, White-tailed Deer,"(41.9216734, -93.3122705)",41.9216734,-93.3122705
922, White-tailed Deer,"(41.9216734, -93.3122705)",41.9216734,-93.3122705
746, White-tailed Deer,"(41.9216734, -93.3122705)",41.9216734,-93.3122705
708, White-tailed Deer,"(41.943263349999995, -78.6714028980756)",41.94326335,-78.6714029
348, White-tailed Deer,"(41.9758872, -91.6704053)",41.9758872,-91.6704053
23, White-tailed Deer,"(41.9864195, -87.68125765267516)",41.9864195,-87.68125765
394, White-tailed Deer,"(41.9984047, -91.6712005)",41.9984047,-91.6712005
594, White-tailed Deer,"(42.0267703, -93.6170554)",42.0267703,-93.6170554
282, White-tailed Deer,"(42.0267703, -93.6170554)",42.0267703,-93.6170554
283, White-tailed Deer,"(42.0267703, -93.6170554)",42.0267703,-93.6170554
85, White-tailed Deer,"(42.1417653, -71.2494985)",42.1417653,-71.2494985
126, White-tailed Deer,"(42.19822845, -70.9800328778897)",42.19822845,-70.98003288
756, White-tailed Deer,"(42.2103722, -73.3389121)",42.2103722,-73.3389121
542, Northern White-tailed Deer,"(42.21981505, -85.57858367584734)",42.21981505,-85.57858368
148, White-tailed Deer,"(42.2417669, -70.8897676)",42.2417669,-70.8897676
900, White-tailed Deer,"(42.2495463, -72.582258)",42.2495463,-72.582258
398, White-tailed Deer,"(42.254855899999995, -85.631197724868)",42.2548559,-85.63119772
936, White-tailed Deer,"(42.2846395, -72.399595)",42.2846395,-72.399595
138, White-tailed Deer,"(42.298923, -71.5309)",42.298923,-71.5309
168, White-tailed Deer,"(42.3138917, -89.3593778)",42.3138917,-89.3593778
764, White-tailed Deer,"(42.36650945, -71.2580196483813)",42.36650945,-71.25801965
36, White-tailed Deer,"(42.36650945, -71.2580196483813)",42.36650945,-71.25801965
637, White-tailed Deer,"(42.3705781, -71.8677242)",42.3705781,-71.8677242
839, White-tailed Deer,"(42.3705781, -71.8677242)",42.3705781,-71.8677242
302, White-tailed Deer,"(42.3834278, -71.4161725)",42.3834278,-71.4161725
303, White-tailed Deer,"(42.3834278, -71.4161725)",42.3834278,-71.4161725
488, White-tailed Deer,"(42.3999954, -73.2322639)",42.3999954,-73.2322639
75, White-tailed Deer,"(42.4602575, -72.4168351)",42.4602575,-72.4168351
286, White-tailed Deer,"(42.468361, -71.15665737494723)",42.468361,-71.15665737
79, White-tailed Deer,"(42.495317, -71.451236)",42.495317,-71.451236
747, White-tailed Deer,"(42.547233, -83.013956)",42.547233,-83.013956
771, White-tailed Deer,"(42.575186, -83.29398114814815)",42.575186,-83.29398115
504, White-tailed Deer,"(42.5860505, -84.3800841)",42.5860505,-84.3800841
173, White-tailed Deer,"(42.5860505, -84.3800841)",42.5860505,-84.3800841
256, White-tailed Deer,"(42.680722, -71.353617)",42.680722,-71.353617
235, White-tailed Deer,"(42.714558, -84.41275312308322)",42.714558,-84.41275312
243, White-tailed Deer,"(42.7164263, -78.7620327)",42.7164263,-78.7620327
571, White-tailed Deer,"(42.7337712, -84.5553805)",42.7337712,-84.5553805
572, White-tailed Deer,"(42.7337712, -84.5553805)",42.7337712,-84.5553805
948, White-tailed Deer,"(42.7360902, -77.7781416)",42.7360902,-77.7781416
326, White-tailed Deer,"(42.7406679, -84.47497)",42.7406679,-84.47497
482, White-tailed Deer,"(42.762518, -84.63849126544353)",42.762518,-84.63849127
585, White-tailed Deer,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
615, White-tailed Deer,"(42.8014795, -70.989778)",42.8014795,-70.989778
921, White-tailed Deer,"(42.8014795, -70.989778)",42.8014795,-70.989778
931, White-tailed Deer,"(42.8014795, -70.989778)",42.8014795,-70.989778
27, White-tailed Deer,"(42.81909025, -78.833717479075)",42.81909025,-78.83371748
120, White-tailed Deer,"(42.83411, -76.122356)",42.83411,-76.122356
956, White-tailed Deer,"(42.8507588, -72.5572913)",42.8507588,-72.5572913
661, White-tailed Deer,"(42.8794563, -88.474265)",42.8794563,-88.474265
177, White-tailed Deer,"(42.8794563, -88.474265)",42.8794563,-88.474265
179, White-tailed Deer,"(42.8794563, -88.474265)",42.8794563,-88.474265
626, White-tailed Deer,"(42.8855277, -90.6991696)",42.8855277,-90.6991696
967, White-tailed Deer,"(42.886142, -84.8684678)",42.886142,-84.8684678
589, White-tailed Deer,"(42.90906855, -78.61779310127713)",42.90906855,-78.6177931
908, White-tailed Deer,"(42.9452837, -81.4321521)",42.9452837,-81.4321521
509, White-tailed Deer,"(42.9791385, -80.9305313)",42.9791385,-80.9305313
122, White-tailed Deer,"(42.980889149999996, -85.59574235212932)",42.98088915,-85.59574235
288, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
291, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
292, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
293, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
294, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
295, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
296, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
297, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
298, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
300, White-tailed Deer,"(42.9949932, -78.901669)",42.9949932,-78.901669
964, White-tailed Deer,"(42.9980144, -78.1875515)",42.9980144,-78.1875515
20, White-tailed Deer,"(43.004229, -89.376141)",43.004229,-89.376141
331, White-tailed Deer,"(43.01640585, -78.75960134123531)",43.01640585,-78.75960134
570, White-tailed Deer,"(43.0323042, -76.0135246)",43.0323042,-76.0135246
41, White-tailed Deer,"(43.034717, -76.097266)",43.034717,-76.097266
966, White-tailed Deer,"(43.046277, -82.7141)",43.046277,-82.7141
795, White-tailed Deer,"(43.0610275, -88.4040692)",43.0610275,-88.4040692
518, White-tailed Deer,"(43.0867467, -88.3466829)",43.0867467,-88.3466829
516, White-tailed Deer,"(43.105008, -88.3420398)",43.105008,-88.3420398
143, White-tailed Deer,"(43.1148019, -71.8950798)",43.1148019,-71.8950798
146, White-tailed Deer,"(43.1148019, -71.8950798)",43.1148019,-71.8950798
519, White-tailed Deer,"(43.1466739, -88.3067614)",43.1466739,-88.3067614
228, White-tailed Deer,"(43.1466739, -88.3067614)",43.1466739,-88.3067614
77, White-tailed Deer,"(43.157285, -77.615214)",43.157285,-77.615214
214, White-tailed Deer,"(43.2037133, -79.0906757)",43.2037133,-79.0906757
517, White-tailed Deer,"(43.2416104, -77.31387453711392)",43.2416104,-77.31387454
536, White-tailed Deer,"(43.2661904, -79.9546341)",43.2661904,-79.9546341
812, White-tailed Deer,"(43.3260376, -71.6854725)",43.3260376,-71.6854725
840, White-tailed Deer,"(43.4652699, -80.5222961)",43.4652699,-80.5222961
711, White-tailed Deer,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
127, White-tailed Deer,"(43.48693285, -72.49146346799421)",43.48693285,-72.49146347
87, White-tailed Deer,"(43.5095128, -80.4624378)",43.5095128,-80.4624378
396, White-tailed Deer,"(43.57987915, -86.10266721524994)",43.57987915,-86.10266722
947, White-tailed Deer,"(43.60107655, -86.33794306170321)",43.60107655,-86.33794306
873, White-tailed Deer,"(43.61548, -93.207393)",43.61548,-93.207393
720, White-tailed Deer,"(43.6211955, -84.6824346)",43.6211955,-84.6824346
114, White-tailed Deer,"(43.6211955, -84.6824346)",43.6211955,-84.6824346
960, White-tailed Deer,"(43.62944, -79.7310364)",43.62944,-79.7310364
310, White-tailed Deer,"(43.6440753, -79.4086982)",43.6440753,-79.4086982
575, White-tailed Deer,"(43.6615541, -97.7945361)",43.6615541,-97.7945361
201, White-tailed Deer,"(43.6726477, -103.5101597)",43.6726477,-103.5101597
377, White-tailed Deer,"(43.69861135, -90.55939388814733)",43.69861135,-90.55939389
204, White-tailed Deer,"(43.7197096, -92.7045548)",43.7197096,-92.7045548
541, White-tailed Deer,"(43.755557, -70.1288588)",43.755557,-70.1288588
223, White-tailed Deer,"(43.7590121, -80.4614994)",43.7590121,-80.4614994
495, White-tailed Deer,"(43.7665018, -79.2620479)",43.7665018,-79.2620479
854, White-tailed Deer,"(43.7691966, -79.3766617)",43.7691966,-79.3766617
924, White-tailed Deer,"(43.7691966, -79.3766617)",43.7691966,-79.3766617
99, White-tailed Deer,"(43.7691966, -79.3766617)",43.7691966,-79.3766617
116, White-tailed Deer,"(43.7826012, -79.2049579)",43.7826012,-79.2049579
142, White-tailed Deer,"(43.7981268, -79.3829726)",43.7981268,-79.3829726
677, White-tailed Deer,"(43.844064, -72.135238)",43.844064,-72.135238
559, White-tailed Deer,"(43.8536708, -78.9738267)",43.8536708,-78.9738267
560, White-tailed Deer,"(43.8536708, -78.9738267)",43.8536708,-78.9738267
914, White-tailed Deer,"(43.8546904, -78.9664921)",43.8546904,-78.9664921
915, White-tailed Deer,"(43.8546904, -78.9664921)",43.8546904,-78.9664921
37, White-tailed Deer,"(43.8546904, -78.9664921)",43.8546904,-78.9664921
955, White-tailed Deer,"(43.872276, -70.030494)",43.872276,-70.030494
961, White-tailed Deer,"(43.8891936, -79.8980914)",43.8891936,-79.8980914
885, White-tailed Deer,"(43.9169006, -80.2058029)",43.9169006,-80.2058029
886, White-tailed Deer,"(43.9169006, -80.2058029)",43.9169006,-80.2058029
887, White-tailed Deer,"(43.9169006, -80.2058029)",43.9169006,-80.2058029
38, White-tailed Deer,"(43.9190866, -80.0885143)",43.9190866,-80.0885143
35, White-tailed Deer,"(43.9196761, -80.0908281)",43.9196761,-80.0908281
28, White-tailed Deer,"(44.079391, -77.7417643)",44.079391,-77.7417643
275, White-tailed Deer,"(44.105619, -72.432601)",44.105619,-72.432601
786, White-tailed Deer,"(44.10861365, -93.23473882243097)",44.10861365,-93.23473882
820, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
821, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
822, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
823, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
825, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
828, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
819, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
818, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
817, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
811, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
813, White-tailed Deer,"(44.2022293, -88.4465361)",44.2022293,-88.4465361
783, White-tailed Deer,"(44.26075065, -88.39890694314897)",44.26075065,-88.39890694
558, White-tailed Deer,"(44.2798216, -78.3478805)",44.2798216,-78.3478805
540, White-tailed Deer,"(44.2925824, -72.6792056)",44.2925824,-72.6792056
896, White-tailed Deer,"(44.3036699, -72.4464939)",44.3036699,-72.4464939
888, White-tailed Deer,"(44.4053306, -72.9929017)",44.4053306,-72.9929017
787, White-tailed Deer,"(44.4233365, -78.2721953)",44.4233365,-78.2721953
368, White-tailed Deer,"(44.4308975, -89.6884637)",44.4308975,-89.6884637
369, White-tailed Deer,"(44.4308975, -89.6884637)",44.4308975,-89.6884637
370, White-tailed Deer,"(44.4308975, -89.6884637)",44.4308975,-89.6884637
371, White-tailed Deer,"(44.4308975, -89.6884637)",44.4308975,-89.6884637
172, White-tailed Deer,"(44.4504523, -79.7402863)",44.4504523,-79.7402863
150, White-tailed Deer,"(44.4582041, -93.161159)",44.4582041,-93.161159
502, White-tailed Deer,"(44.4669941, -73.1709604)",44.4669941,-73.1709604
762, White-tailed Deer,"(44.4677486, -93.1424113)",44.4677486,-93.1424113
586, White-tailed Deer,"(44.4695226, -68.2308477)",44.4695226,-68.2308477
163, White-tailed Deer,"(44.4761601, -73.212906)",44.4761601,-73.212906
259, White-tailed Deer,"(44.4761601, -73.212906)",44.4761601,-73.212906
261, White-tailed Deer,"(44.4761601, -73.212906)",44.4761601,-73.212906
262, White-tailed Deer,"(44.4761601, -73.212906)",44.4761601,-73.212906
263, White-tailed Deer,"(44.4761601, -73.212906)",44.4761601,-73.212906
316, White-tailed Deer,"(44.4973591, -75.0657043)",44.4973591,-75.0657043
514, White-tailed Deer,"(44.5068445, -92.9062175)",44.5068445,-92.9062175
449, White-tailed Deer,"(44.52300442486987, -92.34292326729334)",44.52300442,-92.34292327
95, White-tailed Deer,"(44.53771465, -89.56470986961844)",44.53771465,-89.56470987
97, White-tailed Deer,"(44.53771465, -89.56470986961844)",44.53771465,-89.56470987
923, White-tailed Deer,"(44.5966251, -76.2896436)",44.5966251,-76.2896436
796, White-tailed Deer,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
64, White-tailed Deer,"(44.6630272, -78.42532426406586)",44.6630272,-78.42532426
965, White-tailed Deer,"(44.722975, -93.321732)",44.722975,-93.321732
80, White-tailed Deer,"(44.72422295, -73.14704151731551)",44.72422295,-73.14704152
474, White-tailed Deer,"(44.818173, -93.1659179)",44.818173,-93.1659179
8, White-tailed Deer,"(44.8546856, -93.470786)",44.8546856,-93.470786
24, White-tailed Deer,"(44.8546856, -93.470786)",44.8546856,-93.470786
620, White-tailed Deer,"(44.8585738, -93.6616266)",44.8585738,-93.6616266
365, White-tailed Deer,"(44.8612134, -93.19196912495389)",44.8612134,-93.19196912
715, White-tailed Deer,"(44.883607, -68.672791)",44.883607,-68.672791
93, White-tailed Deer,"(44.9128455, -93.20783396193019)",44.9128455,-93.20783396
713, White-tailed Deer,"(44.934669, -68.645325)",44.934669,-68.645325
191, White-tailed Deer,"(44.99447754073951, -93.11298)",44.99447754,-93.11298
189, White-tailed Deer,"(45.0060767, -93.1566107)",45.0060767,-93.1566107
113, White-tailed Deer,"(45.0252407, -93.7074634)",45.0252407,-93.7074634
232, White-tailed Deer,"(45.041508, -79.310989)",45.041508,-79.310989
86, White-tailed Deer,"(45.0506792, -76.4003162)",45.0506792,-76.4003162
522, White-tailed Deer,"(45.1024266, -75.2289179)",45.1024266,-75.2289179
523, White-tailed Deer,"(45.1024266, -75.2289179)",45.1024266,-75.2289179
511, White-tailed Deer,"(45.1024266, -75.2289179)",45.1024266,-75.2289179
40, White-tailed Deer,"(45.1024266, -75.2289179)",45.1024266,-75.2289179
276, White-tailed Deer,"(45.1097082, -79.5793915)",45.1097082,-79.5793915
313, White-tailed Deer,"(45.1163936, -79.5759748)",45.1163936,-79.5759748
704, White-tailed Deer,"(45.1417838, -93.1544896)",45.1417838,-93.1544896
